pred_a,pred_b,trace_name,MPKI_A,MPKI_B,delta
baseline,multi-perspective-predictor,web_7_trace,7.7526,7.5938,0.15880000000000027
baseline,multi-perspective-predictor,web_6_trace,4.8893,4.6389,0.25040000000000084
baseline,multi-perspective-predictor,media_3_trace,1.3813,1.1746,0.20669999999999988
baseline,multi-perspective-predictor,media_2_trace,0.5317,0.5231,0.008599999999999941
baseline,multi-perspective-predictor,infra_11_trace,1.0885,0.9933,0.09520000000000006
baseline,multi-perspective-predictor,int_8_trace,7.1931,6.1344,1.0587
baseline,multi-perspective-predictor,infra_10_trace,5.3543,5.1697,0.18460000000000054
baseline,multi-perspective-predictor,int_9_trace,4.8555,3.9141,0.9414000000000002
baseline,multi-perspective-predictor,int_22_trace,5.3965,3.5724,1.8240999999999996
baseline,multi-perspective-predictor,int_23_trace,3.4824,3.1809,0.3015000000000003
baseline,multi-perspective-predictor,fp_0_trace,3.227,3.2165,0.010499999999999954
baseline,multi-perspective-predictor,fp_1_trace,15.5816,15.524,0.05760000000000076
baseline,multi-perspective-predictor,int_31_trace,0.8411,0.5529,0.2882
baseline,multi-perspective-predictor,int_30_trace,12.9427,12.2311,0.7116000000000007
baseline,multi-perspective-predictor,web_16_trace,1.8538,1.561,0.29279999999999995
baseline,multi-perspective-predictor,web_17_trace,1.7267,1.4043,0.3223999999999998
baseline,multi-perspective-predictor,int_18_trace,0.8474,0.7793,0.06810000000000005
baseline,multi-perspective-predictor,int_19_trace,0.8482,0.7875,0.060699999999999976
baseline,multi-perspective-predictor,infra_15_trace,8.4547,8.2957,0.1590000000000007
baseline,multi-perspective-predictor,infra_14_trace,5.4033,5.2247,0.17859999999999943
baseline,multi-perspective-predictor,web_3_trace,3.979,3.5754,0.40359999999999996
baseline,multi-perspective-predictor,web_2_trace,4.166,3.7939,0.37210000000000054
baseline,multi-perspective-predictor,int_26_trace,1.3377,1.1711,0.16659999999999986
baseline,multi-perspective-predictor,int_27_trace,0.8728,0.7625,0.11030000000000006
baseline,multi-perspective-predictor,int_12_trace,0.4566,0.4069,0.04970000000000002
baseline,multi-perspective-predictor,int_13_trace,0.9248,0.7659,0.15889999999999993
baseline,multi-perspective-predictor,infra_4_trace,2.479,2.3702,0.10880000000000001
baseline,multi-perspective-predictor,infra_5_trace,2.2119,2.2083,0.0036000000000000476
baseline,multi-perspective-predictor,compress_0_trace,3.2681,3.1891,0.07900000000000018
baseline,multi-perspective-predictor,compress_1_trace,1.6834,1.6407,0.04269999999999996
baseline,multi-perspective-predictor,web_22_trace,3.3895,3.2276,0.16190000000000015
baseline,multi-perspective-predictor,web_23_trace,1.1539,0.9747,0.17919999999999991
baseline,multi-perspective-predictor,web_9_trace,2.9326,2.5177,0.4148999999999998
baseline,multi-perspective-predictor,web_8_trace,5.1087,4.7212,0.3875000000000002
baseline,multi-perspective-predictor,int_6_trace,2.9584,2.8209,0.13750000000000018
baseline,multi-perspective-predictor,int_7_trace,5.7589,4.682,1.0768999999999993
baseline,multi-perspective-predictor,infra_9_trace,4.5907,4.5178,0.07289999999999974
baseline,multi-perspective-predictor,infra_8_trace,1.2568,1.252,0.0047999999999999154
baseline,multi-perspective-predictor,web_11_trace,5.7895,4.6299,1.1596000000000002
baseline,multi-perspective-predictor,web_10_trace,3.366,2.834,0.532
baseline,multi-perspective-predictor,web_4_trace,4.4385,4.1487,0.2898000000000005
baseline,multi-perspective-predictor,web_5_trace,4.7119,4.386,0.32589999999999986
baseline,multi-perspective-predictor,media_0_trace,1.1764,0.9918,0.18459999999999988
baseline,multi-perspective-predictor,media_1_trace,1.159,0.9916,0.1674
baseline,multi-perspective-predictor,infra_12_trace,1.0706,0.9752,0.09540000000000004
baseline,multi-perspective-predictor,infra_13_trace,4.2404,4.0324,0.20800000000000018
baseline,multi-perspective-predictor,int_21_trace,24.1502,23.2648,0.8854000000000006
baseline,multi-perspective-predictor,int_20_trace,2.7912,2.5326,0.25859999999999994
baseline,multi-perspective-predictor,int_15_trace,0.4788,0.4631,0.015699999999999992
baseline,multi-perspective-predictor,int_14_trace,0.3966,0.3832,0.013400000000000023
baseline,multi-perspective-predictor,infra_3_trace,1.0632,1.019,0.04420000000000002
baseline,multi-perspective-predictor,infra_2_trace,0.4838,0.4797,0.0040999999999999925
baseline,multi-perspective-predictor,fp_10_trace,2.1174,2.0976,0.01980000000000004
baseline,multi-perspective-predictor,fp_11_trace,0.6989,0.688,0.01090000000000002
baseline,multi-perspective-predictor,web_25_trace,6.3793,5.8373,0.5419999999999998
baseline,multi-perspective-predictor,web_24_trace,2.0456,1.6677,0.3778999999999999
baseline,multi-perspective-predictor,compress_7_trace,2.048,2.0051,0.04289999999999994
baseline,multi-perspective-predictor,compress_6_trace,1.9036,1.8515,0.052100000000000035
baseline,multi-perspective-predictor,int_1_trace,11.6458,9.0328,2.6129999999999995
baseline,multi-perspective-predictor,int_0_trace,5.1327,4.7547,0.3780000000000001
baseline,multi-perspective-predictor,fp_7_trace,1.1277,0.9759,0.15179999999999993
baseline,multi-perspective-predictor,fp_6_trace,1.0193,0.8251,0.19420000000000015
baseline,multi-perspective-predictor,int_36_trace,3.9821,3.1277,0.8544
baseline,programming-idiom-predictor-mose,int_11_trace,4.2059,4.1844,0.02149999999999963
baseline,programming-idiom-predictor-mose,int_10_trace,0.5363,0.4983,0.03799999999999998
baseline,programming-idiom-predictor-mose,infra_7_trace,1.4983,1.3292,0.16910000000000003
baseline,programming-idiom-predictor-mose,infra_6_trace,1.2642,1.2155,0.048699999999999966
baseline,programming-idiom-predictor-mose,compress_3_trace,8.2499,7.9811,0.2688000000000006
baseline,programming-idiom-predictor-mose,compress_2_trace,1.4826,1.4278,0.05479999999999996
baseline,programming-idiom-predictor-mose,web_21_trace,1.7274,1.5466,0.18080000000000007
baseline,programming-idiom-predictor-mose,web_20_trace,4.218,3.3873,0.8306999999999998
baseline,programming-idiom-predictor-mose,int_5_trace,2.855,2.8708,-0.015800000000000036
baseline,programming-idiom-predictor-mose,int_4_trace,4.1379,3.8687,0.2692000000000001
baseline,programming-idiom-predictor-mose,web_15_trace,6.1054,5.2809,0.8245000000000005
baseline,programming-idiom-predictor-mose,web_14_trace,3.6627,3.6513,0.011400000000000077
baseline,programming-idiom-predictor-mose,web_0_trace,1.3961,1.3145,0.0815999999999999
baseline,programming-idiom-predictor-mose,web_1_trace,3.5186,3.2226,0.29600000000000026
baseline,programming-idiom-predictor-mose,int_25_trace,1.3243,1.3197,0.0045999999999999375
baseline,programming-idiom-predictor-mose,int_24_trace,0.5662,0.5457,0.020500000000000074
baseline,programming-idiom-predictor-mose,fp_9_trace,4.5518,4.4698,0.08199999999999985
baseline,programming-idiom-predictor-mose,fp_8_trace,7.8738,7.6591,0.21470000000000056
baseline,programming-idiom-predictor-mose,fp_3_trace,2.0315,1.9942,0.03729999999999989
baseline,programming-idiom-predictor-mose,fp_2_trace,2.5615,2.5788,-0.017300000000000093
baseline,programming-idiom-predictor-mose,int_32_trace,6.9551,6.5669,0.38819999999999943
baseline,programming-idiom-predictor-mose,int_33_trace,7.9877,7.4723,0.5154000000000005
baseline,programming-idiom-predictor-mose,fp_4_trace,0.5736,0.5332,0.04039999999999999
baseline,programming-idiom-predictor-mose,fp_5_trace,0.9364,0.5128,0.4236
baseline,programming-idiom-predictor-mose,int_35_trace,2.4647,2.2847,0.18000000000000016
baseline,programming-idiom-predictor-mose,int_34_trace,3.0703,2.8801,0.19019999999999992
baseline,programming-idiom-predictor-mose,web_18_trace,2.8461,2.7211,0.125
baseline,programming-idiom-predictor-mose,web_19_trace,6.0075,5.1795,0.8280000000000003
baseline,programming-idiom-predictor-mose,fp_13_trace,12.6898,12.6051,0.08469999999999978
baseline,programming-idiom-predictor-mose,fp_12_trace,1.2157,1.0914,0.12430000000000008
baseline,programming-idiom-predictor-mose,int_16_trace,8.1253,6.0105,2.114799999999999
baseline,programming-idiom-predictor-mose,int_17_trace,6.3949,5.0345,1.3603999999999994
baseline,programming-idiom-predictor-mose,infra_0_trace,1.2832,1.2289,0.05429999999999979
baseline,programming-idiom-predictor-mose,infra_1_trace,0.3574,0.3543,0.0030999999999999917
baseline,programming-idiom-predictor-mose,compress_4_trace,1.8228,1.7729,0.049900000000000055
baseline,programming-idiom-predictor-mose,compress_5_trace,1.9322,1.863,0.06919999999999993
baseline,programming-idiom-predictor-mose,int_28_trace,3.6745,3.3729,0.3016000000000001
baseline,programming-idiom-predictor-mose,int_29_trace,12.4572,11.9748,0.48240000000000016
baseline,programming-idiom-predictor-mose,int_2_trace,10.9652,10.8678,0.0973999999999986
baseline,programming-idiom-predictor-mose,int_3_trace,0.8818,0.763,0.11880000000000002
baseline,programming-idiom-predictor-mose,web_12_trace,4.4363,3.9832,0.45310000000000006
baseline,programming-idiom-predictor-mose,web_13_trace,3.3938,3.0009,0.3929
baseline,programming-idiom-predictor-mose,web_7_trace,7.7526,6.9881,0.7645
baseline,programming-idiom-predictor-mose,web_6_trace,4.8893,4.6115,0.27780000000000005
baseline,programming-idiom-predictor-mose,media_3_trace,1.3813,1.315,0.06630000000000003
baseline,programming-idiom-predictor-mose,media_2_trace,0.5317,0.5319,-0.000200000000000089
baseline,programming-idiom-predictor-mose,infra_11_trace,1.0885,1.0299,0.058599999999999985
baseline,programming-idiom-predictor-mose,int_8_trace,7.1931,5.9655,1.2276000000000007
baseline,programming-idiom-predictor-mose,infra_10_trace,5.3543,5.3028,0.05149999999999988
baseline,programming-idiom-predictor-mose,int_9_trace,4.8555,3.9419,0.9136000000000002
baseline,programming-idiom-predictor-mose,int_22_trace,5.3965,5.247,0.14949999999999974
baseline,programming-idiom-predictor-mose,int_23_trace,3.4824,3.4717,0.010700000000000376
baseline,programming-idiom-predictor-mose,fp_0_trace,3.227,3.261,-0.03400000000000025
baseline,programming-idiom-predictor-mose,fp_1_trace,15.5816,15.625,-0.043400000000000105
baseline,programming-idiom-predictor-mose,int_31_trace,0.8411,0.7521,0.08899999999999997
baseline,programming-idiom-predictor-mose,int_30_trace,12.9427,12.4295,0.5131999999999994
baseline,programming-idiom-predictor-mose,web_16_trace,1.8538,1.617,0.2367999999999999
baseline,programming-idiom-predictor-mose,web_17_trace,1.7267,1.4479,0.27879999999999994
baseline,programming-idiom-predictor-mose,int_18_trace,0.8474,0.8006,0.046800000000000064
baseline,programming-idiom-predictor-mose,int_19_trace,0.8482,0.8155,0.03269999999999995
baseline,programming-idiom-predictor-mose,infra_15_trace,8.4547,8.4228,0.03190000000000026
baseline,programming-idiom-predictor-mose,infra_14_trace,5.4033,5.3572,0.04610000000000003
baseline,programming-idiom-predictor-mose,web_3_trace,3.979,3.6031,0.3759000000000001
baseline,programming-idiom-predictor-mose,web_2_trace,4.166,3.833,0.3330000000000002
baseline,programming-idiom-predictor-mose,int_26_trace,1.3377,1.2909,0.04679999999999995
baseline,programming-idiom-predictor-mose,int_27_trace,0.8728,0.8364,0.03639999999999999
baseline,programming-idiom-predictor-mose,int_12_trace,0.4566,0.4406,0.016000000000000014
baseline,programming-idiom-predictor-mose,int_13_trace,0.9248,0.8664,0.05840000000000001
baseline,programming-idiom-predictor-mose,infra_4_trace,2.479,2.3511,0.1278999999999999
baseline,programming-idiom-predictor-mose,infra_5_trace,2.2119,2.2723,-0.06040000000000001
baseline,programming-idiom-predictor-mose,compress_0_trace,3.2681,2.7349,0.5331999999999999
baseline,programming-idiom-predictor-mose,compress_1_trace,1.6834,1.6289,0.05449999999999999
baseline,programming-idiom-predictor-mose,web_22_trace,3.3895,3.2192,0.17030000000000012
baseline,programming-idiom-predictor-mose,web_23_trace,1.1539,0.9772,0.17669999999999997
baseline,programming-idiom-predictor-mose,web_9_trace,2.9326,2.4984,0.4341999999999997
baseline,programming-idiom-predictor-mose,web_8_trace,5.1087,4.6116,0.49709999999999965
baseline,programming-idiom-predictor-mose,int_6_trace,2.9584,2.9749,-0.016499999999999737
baseline,programming-idiom-predictor-mose,int_7_trace,5.7589,4.6386,1.1202999999999994
baseline,programming-idiom-predictor-mose,infra_9_trace,4.5907,4.5559,0.03479999999999972
baseline,programming-idiom-predictor-mose,infra_8_trace,1.2568,1.3508,-0.09400000000000008
baseline,programming-idiom-predictor-mose,web_11_trace,5.7895,4.7711,1.0184000000000006
baseline,programming-idiom-predictor-mose,web_10_trace,3.366,2.7344,0.6316000000000002
baseline,programming-idiom-predictor-mose,web_4_trace,4.4385,4.0377,0.40080000000000027
baseline,programming-idiom-predictor-mose,web_5_trace,4.7119,4.2907,0.4211999999999998
baseline,programming-idiom-predictor-mose,media_0_trace,1.1764,1.1127,0.06369999999999987
baseline,programming-idiom-predictor-mose,media_1_trace,1.159,1.0802,0.07879999999999998
baseline,programming-idiom-predictor-mose,infra_12_trace,1.0706,1.0097,0.060899999999999954
baseline,programming-idiom-predictor-mose,infra_13_trace,4.2404,4.1401,0.10029999999999983
baseline,programming-idiom-predictor-mose,int_21_trace,24.1502,23.2204,0.9298000000000002
baseline,programming-idiom-predictor-mose,int_20_trace,2.7912,2.4574,0.3338000000000001
baseline,programming-idiom-predictor-mose,int_15_trace,0.4788,0.4732,0.005599999999999994
baseline,programming-idiom-predictor-mose,int_14_trace,0.3966,0.3731,0.02350000000000002
baseline,programming-idiom-predictor-mose,infra_3_trace,1.0632,1.0074,0.05579999999999985
baseline,programming-idiom-predictor-mose,infra_2_trace,0.4838,0.4766,0.007199999999999984
baseline,programming-idiom-predictor-mose,fp_10_trace,2.1174,1.9276,0.18979999999999997
baseline,programming-idiom-predictor-mose,fp_11_trace,0.6989,0.6464,0.05249999999999999
baseline,programming-idiom-predictor-mose,web_25_trace,6.3793,5.8643,0.5149999999999997
baseline,programming-idiom-predictor-mose,web_24_trace,2.0456,1.7147,0.33089999999999997
baseline,programming-idiom-predictor-mose,compress_7_trace,2.048,2.021,0.027000000000000135
baseline,programming-idiom-predictor-mose,compress_6_trace,1.9036,1.8499,0.05369999999999986
baseline,programming-idiom-predictor-mose,int_1_trace,11.6458,11.6182,0.027599999999999625
baseline,programming-idiom-predictor-mose,int_0_trace,5.1327,4.3111,0.8216000000000001
baseline,programming-idiom-predictor-mose,fp_7_trace,1.1277,1.0718,0.05589999999999984
baseline,programming-idiom-predictor-mose,fp_6_trace,1.0193,0.9645,0.05480000000000007
baseline,programming-idiom-predictor-mose,int_36_trace,3.9821,3.0431,0.9390000000000001
baseline,register-value-aware-toru-results,int_11_trace,4.2059,3.8873,0.31859999999999955
baseline,register-value-aware-toru-results,int_10_trace,0.5363,0.4966,0.03970000000000001
baseline,register-value-aware-toru-results,infra_7_trace,1.4983,1.1914,0.30689999999999995
baseline,register-value-aware-toru-results,infra_6_trace,1.2642,1.1585,0.1056999999999999
baseline,register-value-aware-toru-results,compress_3_trace,8.2499,7.6547,0.5952000000000002
baseline,register-value-aware-toru-results,compress_2_trace,1.4826,1.3543,0.12829999999999986
baseline,register-value-aware-toru-results,web_21_trace,1.7274,1.4572,0.2702
baseline,register-value-aware-toru-results,web_20_trace,4.218,3.2357,0.9823
baseline,register-value-aware-toru-results,int_5_trace,2.855,2.7058,0.1492
baseline,register-value-aware-toru-results,int_4_trace,4.1379,3.593,0.5449000000000002
baseline,register-value-aware-toru-results,web_15_trace,6.1054,5.1194,0.9860000000000007
baseline,register-value-aware-toru-results,web_14_trace,3.6627,3.4365,0.22619999999999996
baseline,register-value-aware-toru-results,web_0_trace,1.3961,1.3079,0.08819999999999983
baseline,register-value-aware-toru-results,web_1_trace,3.5186,3.1522,0.36640000000000006
baseline,register-value-aware-toru-results,int_25_trace,1.3243,1.3232,0.001100000000000101
baseline,register-value-aware-toru-results,int_24_trace,0.5662,0.5127,0.05349999999999999
baseline,register-value-aware-toru-results,fp_9_trace,4.5518,4.0783,0.4735000000000005
baseline,register-value-aware-toru-results,fp_8_trace,7.8738,3.6875,4.1863
baseline,register-value-aware-toru-results,fp_3_trace,2.0315,1.8233,0.20819999999999994
baseline,register-value-aware-toru-results,fp_2_trace,2.5615,2.4245,0.137
baseline,register-value-aware-toru-results,int_32_trace,6.9551,6.3313,0.6238000000000001
baseline,register-value-aware-toru-results,int_33_trace,7.9877,7.2565,0.7312000000000003
baseline,register-value-aware-toru-results,fp_4_trace,0.5736,0.5119,0.06169999999999998
baseline,register-value-aware-toru-results,fp_5_trace,0.9364,0.925,0.011399999999999966
baseline,register-value-aware-toru-results,int_35_trace,2.4647,2.0515,0.41320000000000023
baseline,register-value-aware-toru-results,int_34_trace,3.0703,2.7686,0.30169999999999986
baseline,register-value-aware-toru-results,web_18_trace,2.8461,2.6603,0.18579999999999997
baseline,register-value-aware-toru-results,web_19_trace,6.0075,5.0857,0.9218000000000002
baseline,register-value-aware-toru-results,fp_13_trace,12.6898,12.2224,0.4673999999999996
baseline,register-value-aware-toru-results,fp_12_trace,1.2157,1.0294,0.1862999999999999
baseline,register-value-aware-toru-results,int_16_trace,8.1253,5.7002,2.4250999999999996
baseline,register-value-aware-toru-results,int_17_trace,6.3949,4.7567,1.6381999999999994
baseline,register-value-aware-toru-results,infra_0_trace,1.2832,0.9098,0.37339999999999984
baseline,register-value-aware-toru-results,infra_1_trace,0.3574,0.2954,0.062
baseline,register-value-aware-toru-results,compress_4_trace,1.8228,1.6297,0.19310000000000005
baseline,register-value-aware-toru-results,compress_5_trace,1.9322,1.7338,0.1983999999999999
baseline,register-value-aware-toru-results,int_28_trace,3.6745,3.2288,0.4457
baseline,register-value-aware-toru-results,int_29_trace,12.4572,11.4097,1.0474999999999994
baseline,register-value-aware-toru-results,int_2_trace,10.9652,9.2321,1.7330999999999985
baseline,register-value-aware-toru-results,int_3_trace,0.8818,0.776,0.1058
baseline,register-value-aware-toru-results,web_12_trace,4.4363,3.8556,0.5807000000000002
baseline,register-value-aware-toru-results,web_13_trace,3.3938,2.9155,0.47829999999999995
baseline,register-value-aware-toru-results,web_7_trace,7.7526,4.3005,3.4520999999999997
baseline,register-value-aware-toru-results,web_6_trace,4.8893,4.5642,0.32510000000000083
baseline,register-value-aware-toru-results,media_3_trace,1.3813,1.2256,0.15569999999999995
baseline,register-value-aware-toru-results,media_2_trace,0.5317,0.5058,0.025899999999999923
baseline,register-value-aware-toru-results,infra_11_trace,1.0885,0.9728,0.11570000000000003
baseline,register-value-aware-toru-results,int_8_trace,7.1931,5.7914,1.4017
baseline,register-value-aware-toru-results,infra_10_trace,5.3543,5.0157,0.33860000000000046
baseline,register-value-aware-toru-results,int_9_trace,4.8555,3.6499,1.2056
baseline,register-value-aware-toru-results,int_22_trace,5.3965,3.9029,1.4935999999999998
baseline,register-value-aware-toru-results,int_23_trace,3.4824,3.1675,0.3149000000000002
baseline,register-value-aware-toru-results,fp_0_trace,3.227,3.2189,0.008099999999999774
baseline,register-value-aware-toru-results,fp_1_trace,15.5816,14.9323,0.6493000000000002
baseline,register-value-aware-toru-results,int_31_trace,0.8411,0.6026,0.23849999999999993
baseline,register-value-aware-toru-results,int_30_trace,12.9427,11.7569,1.1858000000000004
baseline,register-value-aware-toru-results,web_16_trace,1.8538,1.5812,0.27259999999999995
baseline,register-value-aware-toru-results,web_17_trace,1.7267,1.3943,0.3323999999999998
baseline,register-value-aware-toru-results,int_18_trace,0.8474,0.63,0.21740000000000004
baseline,register-value-aware-toru-results,int_19_trace,0.8482,0.7603,0.08789999999999998
baseline,register-value-aware-toru-results,infra_15_trace,8.4547,8.1676,0.2871000000000006
baseline,register-value-aware-toru-results,infra_14_trace,5.4033,5.0633,0.33999999999999986
baseline,register-value-aware-toru-results,web_3_trace,3.979,3.5768,0.4022000000000001
baseline,register-value-aware-toru-results,web_2_trace,4.166,3.7775,0.3885000000000005
baseline,register-value-aware-toru-results,int_26_trace,1.3377,1.2045,0.13319999999999999
baseline,register-value-aware-toru-results,int_27_trace,0.8728,0.782,0.09079999999999999
baseline,register-value-aware-toru-results,int_12_trace,0.4566,0.4177,0.03889999999999999
baseline,register-value-aware-toru-results,int_13_trace,0.9248,0.8514,0.07339999999999991
baseline,register-value-aware-toru-results,infra_4_trace,2.479,2.0099,0.4691000000000001
baseline,register-value-aware-toru-results,infra_5_trace,2.2119,1.9951,0.21679999999999988
baseline,register-value-aware-toru-results,compress_0_trace,3.2681,3.0968,0.1713
baseline,register-value-aware-toru-results,compress_1_trace,1.6834,1.5125,0.17090000000000005
baseline,register-value-aware-toru-results,web_22_trace,3.3895,3.1805,0.20900000000000007
baseline,register-value-aware-toru-results,web_23_trace,1.1539,0.9431,0.21079999999999988
baseline,register-value-aware-toru-results,web_9_trace,2.9326,2.5137,0.41889999999999983
baseline,register-value-aware-toru-results,web_8_trace,5.1087,4.6201,0.4885999999999999
baseline,register-value-aware-toru-results,int_6_trace,2.9584,2.7427,0.2157
baseline,register-value-aware-toru-results,int_7_trace,5.7589,4.3413,1.4175999999999993
baseline,register-value-aware-toru-results,infra_9_trace,4.5907,4.4829,0.10780000000000012
baseline,register-value-aware-toru-results,infra_8_trace,1.2568,1.2466,0.010199999999999987
baseline,register-value-aware-toru-results,web_11_trace,5.7895,4.644,1.1455000000000002
baseline,register-value-aware-toru-results,web_10_trace,3.366,2.8319,0.5341
baseline,register-value-aware-toru-results,web_4_trace,4.4385,4.0301,0.4084000000000003
baseline,register-value-aware-toru-results,web_5_trace,4.7119,4.3207,0.39119999999999955
baseline,register-value-aware-toru-results,media_0_trace,1.1764,1.033,0.14339999999999997
baseline,register-value-aware-toru-results,media_1_trace,1.159,1.0414,0.11759999999999993
baseline,register-value-aware-toru-results,infra_12_trace,1.0706,0.9525,0.11809999999999998
baseline,register-value-aware-toru-results,infra_13_trace,4.2404,3.8347,0.40569999999999995
baseline,register-value-aware-toru-results,int_21_trace,24.1502,21.6842,2.466000000000001
baseline,register-value-aware-toru-results,int_20_trace,2.7912,2.3305,0.4607000000000001
baseline,register-value-aware-toru-results,int_15_trace,0.4788,0.4318,0.046999999999999986
baseline,register-value-aware-toru-results,int_14_trace,0.3966,0.3713,0.02529999999999999
baseline,register-value-aware-toru-results,infra_3_trace,1.0632,0.6962,0.3669999999999999
baseline,register-value-aware-toru-results,infra_2_trace,0.4838,0.3041,0.17970000000000003
baseline,register-value-aware-toru-results,fp_10_trace,2.1174,1.9757,0.14169999999999994
baseline,register-value-aware-toru-results,fp_11_trace,0.6989,0.5646,0.13429999999999997
baseline,register-value-aware-toru-results,web_25_trace,6.3793,5.7401,0.6391999999999998
baseline,register-value-aware-toru-results,web_24_trace,2.0456,1.6068,0.43879999999999986
baseline,register-value-aware-toru-results,compress_7_trace,2.048,1.8067,0.24130000000000007
baseline,register-value-aware-toru-results,compress_6_trace,1.9036,1.6906,0.21299999999999986
baseline,register-value-aware-toru-results,int_1_trace,11.6458,9.7511,1.8947000000000003
baseline,register-value-aware-toru-results,int_0_trace,5.1327,4.8418,0.2908999999999997
baseline,register-value-aware-toru-results,fp_7_trace,1.1277,0.9805,0.1471999999999999
baseline,register-value-aware-toru-results,fp_6_trace,1.0193,0.9122,0.10710000000000008
baseline,register-value-aware-toru-results,int_36_trace,3.9821,2.9736,1.0085000000000002
baseline,tage-sc-l-alberto-ros-results,int_11_trace,4.2059,4.0381,0.16779999999999973
baseline,tage-sc-l-alberto-ros-results,int_10_trace,0.5363,0.5221,0.01419999999999999
baseline,tage-sc-l-alberto-ros-results,infra_7_trace,1.4983,1.4115,0.08679999999999999
baseline,tage-sc-l-alberto-ros-results,infra_6_trace,1.2642,1.2048,0.0593999999999999
baseline,tage-sc-l-alberto-ros-results,compress_3_trace,8.2499,8.1117,0.13819999999999943
baseline,tage-sc-l-alberto-ros-results,compress_2_trace,1.4826,1.4576,0.02499999999999991
baseline,tage-sc-l-alberto-ros-results,web_21_trace,1.7274,1.5309,0.19650000000000012
baseline,tage-sc-l-alberto-ros-results,web_20_trace,4.218,3.1869,1.0311
baseline,tage-sc-l-alberto-ros-results,int_5_trace,2.855,2.8367,0.018299999999999983
baseline,tage-sc-l-alberto-ros-results,int_4_trace,4.1379,3.7664,0.37150000000000016
baseline,tage-sc-l-alberto-ros-results,web_15_trace,6.1054,5.0656,1.0398000000000005
baseline,tage-sc-l-alberto-ros-results,web_14_trace,3.6627,3.6001,0.06260000000000021
baseline,tage-sc-l-alberto-ros-results,web_0_trace,1.3961,1.3299,0.06619999999999981
baseline,tage-sc-l-alberto-ros-results,web_1_trace,3.5186,3.2097,0.30889999999999995
baseline,tage-sc-l-alberto-ros-results,int_25_trace,1.3243,1.3109,0.013400000000000079
baseline,tage-sc-l-alberto-ros-results,int_24_trace,0.5662,0.5882,-0.02199999999999991
baseline,tage-sc-l-alberto-ros-results,fp_9_trace,4.5518,4.1115,0.4402999999999997
baseline,tage-sc-l-alberto-ros-results,fp_8_trace,7.8738,7.467,0.4068000000000005
baseline,tage-sc-l-alberto-ros-results,fp_3_trace,2.0315,1.906,0.12549999999999994
baseline,tage-sc-l-alberto-ros-results,fp_2_trace,2.5615,2.5507,0.010800000000000143
baseline,tage-sc-l-alberto-ros-results,int_32_trace,6.9551,6.6269,0.3281999999999998
baseline,tage-sc-l-alberto-ros-results,int_33_trace,7.9877,7.6605,0.3272000000000004
baseline,tage-sc-l-alberto-ros-results,fp_4_trace,0.5736,0.5696,0.0040000000000000036
baseline,tage-sc-l-alberto-ros-results,fp_5_trace,0.9364,0.9369,-0.0004999999999999449
baseline,tage-sc-l-alberto-ros-results,int_35_trace,2.4647,2.2551,0.2096
baseline,tage-sc-l-alberto-ros-results,int_34_trace,3.0703,2.9562,0.11410000000000009
baseline,tage-sc-l-alberto-ros-results,web_18_trace,2.8461,2.7196,0.12650000000000006
baseline,tage-sc-l-alberto-ros-results,web_19_trace,6.0075,5.0555,0.952
baseline,tage-sc-l-alberto-ros-results,fp_13_trace,12.6898,12.4504,0.23939999999999984
baseline,tage-sc-l-alberto-ros-results,fp_12_trace,1.2157,1.0944,0.12129999999999996
baseline,tage-sc-l-alberto-ros-results,int_16_trace,8.1253,5.5268,2.5984999999999996
baseline,tage-sc-l-alberto-ros-results,int_17_trace,6.3949,4.6916,1.7032999999999996
baseline,tage-sc-l-alberto-ros-results,infra_0_trace,1.2832,1.2553,0.027899999999999814
baseline,tage-sc-l-alberto-ros-results,infra_1_trace,0.3574,0.3472,0.010199999999999987
baseline,tage-sc-l-alberto-ros-results,compress_4_trace,1.8228,1.8006,0.022199999999999998
baseline,tage-sc-l-alberto-ros-results,compress_5_trace,1.9322,1.905,0.02719999999999989
baseline,tage-sc-l-alberto-ros-results,int_28_trace,3.6745,3.3954,0.2791000000000001
baseline,tage-sc-l-alberto-ros-results,int_29_trace,12.4572,11.716,0.741200000000001
baseline,tage-sc-l-alberto-ros-results,int_2_trace,10.9652,10.7227,0.24249999999999972
baseline,tage-sc-l-alberto-ros-results,int_3_trace,0.8818,0.8168,0.06500000000000006
baseline,tage-sc-l-alberto-ros-results,web_12_trace,4.4363,3.9415,0.49480000000000013
baseline,tage-sc-l-alberto-ros-results,web_13_trace,3.3938,2.9537,0.44010000000000016
baseline,tage-sc-l-alberto-ros-results,web_7_trace,7.7526,6.009,1.7435999999999998
baseline,tage-sc-l-alberto-ros-results,web_6_trace,4.8893,4.5613,0.3280000000000003
baseline,tage-sc-l-alberto-ros-results,media_3_trace,1.3813,1.2518,0.12949999999999995
baseline,tage-sc-l-alberto-ros-results,media_2_trace,0.5317,0.5065,0.0252
baseline,tage-sc-l-alberto-ros-results,infra_11_trace,1.0885,0.9942,0.09430000000000005
baseline,tage-sc-l-alberto-ros-results,int_8_trace,7.1931,5.7846,1.4085
baseline,tage-sc-l-alberto-ros-results,infra_10_trace,5.3543,5.2213,0.133
baseline,tage-sc-l-alberto-ros-results,int_9_trace,4.8555,3.6406,1.2149
baseline,tage-sc-l-alberto-ros-results,int_22_trace,5.3965,4.8095,0.5869999999999997
