trace_name,predictor_name,MPKI,miss_rate,IPC,Cycles
int_6_trace,TAGE-SC-L,2.9419,2.8287%,3.9432,7608103
int_7_trace,TAGE-SC-L,4.3662,2.9382%,2.9126,13733317
int_21_trace,TAGE-SC-L,23.7948,10.5064%,0.8762,45653373
int_20_trace,TAGE-SC-L,2.3512,1.4755%,3.5745,16785472
int_15_trace,TAGE-SC-L,0.4705,0.3582%,3.7857,18490584
int_14_trace,TAGE-SC-L,0.3844,0.2014%,5.7266,6984911
int_1_trace,TAGE-SC-L,11.4406,6.4745%,1.6068,18670921
int_0_trace,TAGE-SC-L,5.0346,3.2360%,2.7332,14635037
int_36_trace,TAGE-SC-L,2.9342,2.0341%,1.5616,34427481
media_3_trace,TAGE-SC-L,1.2518,2.2148%,5.744,3481926
media_2_trace,TAGE-SC-L,0.5065,1.4847%,6.4536,3099046
media_0_trace,TAGE-SC-L,1.0617,1.8874%,5.974,3347859
media_1_trace,TAGE-SC-L,1.0357,1.9688%,5.6454,3542746
int_11_trace,TAGE-SCL,3.8809,5.6373%,3.7294,16088317
int_10_trace,TAGE-SCL,0.5222,0.4455%,6.2134,9656518
infra_7_trace,TAGE-SCL,1.4041,0.8361%,1.8426,21708155
infra_6_trace,TAGE-SCL,1.19,0.8382%,4.2304,15298478
compress_3_trace,TAGE-SCL,7.7625,6.4264%,2.2119,58774332
compress_2_trace,TAGE-SCL,1.4407,1.2937%,4.8856,6619337
web_21_trace,TAGE-SCL,1.4569,0.8357%,2.5441,5895908
web_20_trace,TAGE-SCL,3.1562,1.9808%,1.9576,10216368
int_5_trace,TAGE-SCL,2.8235,3.3023%,4.5279,6625637
int_4_trace,TAGE-SCL,3.6946,2.8849%,4.4929,13354427
web_15_trace,TAGE-SCL,5.0241,3.1254%,1.9062,7868789
web_14_trace,TAGE-SCL,3.3625,2.1282%,3.5897,19500485
web_0_trace,TAGE-SCL,1.3052,0.4385%,1.9803,20198347
web_1_trace,TAGE-SCL,3.1889,2.3127%,3.3532,11928572
int_25_trace,TAGE-SCL,1.3297,1.9227%,5.2136,7672313
int_24_trace,TAGE-SCL,0.5115,0.2440%,2.7593,14496490
fp_9_trace,TAGE-SCL,4.1168,3.2851%,2.4779,16142470
fp_8_trace,TAGE-SCL,7.3856,12.7221%,3.112,12853367
fp_3_trace,TAGE-SCL,1.8767,3.6559%,2.3764,12624339
fp_2_trace,TAGE-SCL,2.5338,3.0753%,4.8355,6204107
int_32_trace,TAGE-SCL,6.3487,5.5267%,1.2923,85121283
int_33_trace,TAGE-SCL,7.4416,5.0962%,2.0651,53267132
fp_4_trace,TAGE-SCL,0.5247,0.6117%,4.6325,6476063
fp_5_trace,TAGE-SCL,0.9252,4.9984%,5.2861,7566961
int_35_trace,TAGE-SCL,2.0167,1.4223%,3.569,11207689
int_34_trace,TAGE-SCL,2.8455,1.7840%,3.6322,11012713
web_18_trace,TAGE-SCL,2.7095,2.1924%,3.8357,3910667
web_19_trace,TAGE-SCL,0.0,0,0.0,0
fp_13_trace,TAGE-SCL,12.3153,7.6324%,2.6691,14986101
fp_12_trace,TAGE-SCL,1.0969,0.9926%,4.9576,8068378
int_16_trace,TAGE-SCL,5.8279,3.4620%,2.2986,17401684
int_17_trace,TAGE-SCL,4.8436,2.9091%,2.5788,15510883
infra_0_trace,TAGE-SCL,1.2453,0.9690%,4.5343,8821621
infra_1_trace,TAGE-SCL,0.3743,0.3261%,4.6054,8207719
compress_4_trace,TAGE-SCL,1.7816,1.5878%,4.7511,6558630
compress_5_trace,TAGE-SCL,1.882,1.6356%,4.8533,6966801
int_28_trace,TAGE-SCL,3.2163,3.2113%,4.8955,8170846
int_29_trace,TAGE-SCL,11.4747,11.3362%,2.6211,15260598
int_2_trace,TAGE-SCL,9.9876,5.5835%,1.6372,18323623
int_3_trace,TAGE-SCL,0.7862,0.6659%,5.7228,6989599
web_12_trace,TAGE-SCL,3.8768,2.5796%,1.6356,9171078
web_13_trace,TAGE-SCL,2.9612,2.4607%,2.3758,16836124
web_7_trace,TAGE-SCL,6.1046,3.6808%,4.2682,9371697
web_6_trace,TAGE-SCL,4.5376,3.0237%,3.0985,12909414
media_3_trace,TAGE-SCL,1.2465,2.2055%,5.7559,3474723
media_2_trace,TAGE-SCL,0.5057,1.4825%,6.4687,3091838
infra_11_trace,TAGE-SCL,0.9468,0.6105%,2.7488,18189986
int_8_trace,TAGE-SCL,5.838,4.1120%,2.6045,15358205
infra_10_trace,TAGE-SCL,5.1442,3.9280%,2.7427,18230356
int_9_trace,TAGE-SCL,3.6628,2.5257%,2.9705,13465599
int_22_trace,TAGE-SCL,4.2827,2.5676%,1.8639,21459837
int_23_trace,TAGE-SCL,3.3033,2.4794%,2.1789,18358232
fp_0_trace,TAGE-SCL,3.2161,5.9562%,4.4075,6806554
fp_1_trace,TAGE-SCL,15.5537,7.8411%,0.9863,30415822
int_31_trace,TAGE-SCL,0.6011,0.5037%,8.846,4521848
int_30_trace,TAGE-SCL,11.9056,11.2853%,2.5687,15572296
web_16_trace,TAGE-SCL,1.5904,2.1401%,2.0161,9920193
web_17_trace,TAGE-SCL,1.4197,0.9612%,2.4597,6098425
int_18_trace,TAGE-SCL,0.6654,0.2814%,3.7692,10612414
int_19_trace,TAGE-SCL,0.7618,0.5207%,5.0346,7945036
infra_15_trace,TAGE-SCL,8.2764,5.9478%,1.4734,33935863
infra_14_trace,TAGE-SCL,5.1953,3.9741%,2.8154,17759543
web_3_trace,TAGE-SCL,3.5523,2.3609%,3.3213,12043637
web_2_trace,TAGE-SCL,3.7103,2.5401%,3.391,11795740
int_26_trace,TAGE-SCL,1.195,2.2437%,5.9424,6731292
int_27_trace,TAGE-SCL,0.7727,1.6343%,6.3354,6313696
int_12_trace,TAGE-SCL,0.4037,0.3810%,3.2655,18373551
int_13_trace,TAGE-SCL,0.8585,0.8091%,6.4721,6180425
infra_4_trace,TAGE-SCL,2.3855,1.5935%,1.6806,23800889
infra_5_trace,TAGE-SCL,2.2161,1.2196%,1.1598,34488725
compress_0_trace,TAGE-SCL,3.1701,3.2382%,4.7368,25333329
compress_1_trace,TAGE-SCL,1.633,1.5163%,4.7151,6527753
web_22_trace,TAGE-SCL,3.23,2.6724%,3.3749,5926054
web_23_trace,TAGE-SCL,0.9623,0.5857%,3.1978,6254312
web_9_trace,TAGE-SCL,2.4821,1.4281%,2.8703,13935824
web_8_trace,TAGE-SCL,4.5779,2.9484%,2.9146,13724216
int_6_trace,TAGE-SCL,2.927,2.8145%,3.9487,7597448
int_7_trace,TAGE-SCL,4.3978,2.9595%,2.9073,13758687
infra_9_trace,TAGE-SCL,4.4643,3.0988%,1.7341,28833638
infra_8_trace,TAGE-SCL,1.2587,0.6749%,1.626,24600314
web_11_trace,TAGE-SCL,4.7055,3.3824%,0.8716,11474261
web_10_trace,TAGE-SCL,2.8471,2.1717%,1.8101,11048743
web_4_trace,TAGE-SCL,4.014,2.5627%,3.0556,13090496
web_5_trace,TAGE-SCL,4.2738,2.7581%,3.2811,12190849
media_0_trace,TAGE-SCL,1.0511,1.8687%,5.9858,3341263
media_1_trace,TAGE-SCL,1.0257,1.9497%,5.6542,3537229
infra_12_trace,TAGE-SCL,0.9276,0.5899%,2.8764,17382923
infra_13_trace,TAGE-SCL,3.9686,3.0376%,2.4688,20252970
int_21_trace,TAGE-SCL,23.3263,10.2996%,0.8859,45151432
int_20_trace,TAGE-SCL,2.3835,1.4957%,3.571,16801964
int_15_trace,TAGE-SCL,0.462,0.3518%,3.7875,18482031
int_14_trace,TAGE-SCL,0.3781,0.1981%,5.7373,6971881
infra_3_trace,TAGE-SCL,1.0135,0.7462%,4.978,8035419
infra_2_trace,TAGE-SCL,0.4805,0.3926%,4.4686,10640067
fp_10_trace,TAGE-SCL,2.0052,2.2967%,5.859,6827142
fp_11_trace,TAGE-SCL,0.5807,0.6587%,5.3041,7541292
web_25_trace,TAGE-SCL,5.713,3.3623%,2.08,7211621
web_24_trace,TAGE-SCL,1.6105,1.2164%,1.8067,8302532
compress_7_trace,TAGE-SCL,2.0263,1.7512%,5.4245,23965515
compress_6_trace,TAGE-SCL,1.8582,1.6170%,4.8445,6982454
int_1_trace,TAGE-SCL,10.513,5.9495%,1.6508,18172513
int_0_trace,TAGE-SCL,4.7498,3.0529%,2.7662,14460536
fp_7_trace,TAGE-SCL,0.9648,0.8182%,5.2048,7685214
fp_6_trace,TAGE-SCL,0.855,0.4862%,7.0574,5667816
int_36_trace,TAGE-SCL,3.0001,2.0798%,1.5602,34457682
