Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI
fp,fp_12_trace,48.495734214782715,Pass,403.2962791919708,40000016,7999731,5.0002,4420257,43778,0.5526,0.0055,0.9904%,1.0944,2843816,64.9599,71.0954,20000016,3879003,5.1560,2222665,18858,0.5730,0.0049,0.8484%,0.9429,1257253,66.6695,62.8626
fp,fp_0_trace,64.73471260070801,Pass,215.02375984191895,30000052,6804263,4.4090,1619852,96726,0.2381,0.0142,5.9713%,3.2242,3029626,31.3217,100.9874,15000052,3428080,4.3756,807780,49681,0.2356,0.0145,6.1503%,3.3121,1553309,31.2657,103.5536
fp,fp_1_trace,42.69381523132324,Pass,214.85521817207336,30000052,30430838,0.9858,5950800,467891,0.1956,0.0154,7.8627%,15.5963,26729594,57.1278,890.9849,15000052,15229200,0.9850,2965791,235028,0.1947,0.0154,7.9246%,15.6685,13388229,56.9644,892.5455
fp,fp_10_trace,270.7881956100464,Pass,500.490948677063,40000016,6782460,5.8976,3492402,76623,0.5149,0.0113,2.1940%,1.9156,1709206,22.3067,42.7301,20000016,3329779,6.0064,1748758,36546,0.5252,0.0110,2.0898%,1.8273,818091,22.3852,40.9045
fp,fp_11_trace,297.7953281402588,Pass,486.54020714759827,40000016,7569977,5.2840,3526510,25121,0.4659,0.0033,0.7123%,0.6280,556310,22.1452,13.9077,20000016,3654220,5.4731,1776440,12110,0.4861,0.0033,0.6817%,0.6055,262206,21.6520,13.1103
fp,fp_7_trace,159.0718936920166,Pass,423.3984127044678,40000016,7725870,5.1774,4716883,40111,0.6105,0.0052,0.8504%,1.0028,1765006,44.0030,44.1251,20000016,3638019,5.4975,2394520,16864,0.6582,0.0046,0.7043%,0.8432,741787,43.9864,37.0893
fp,fp_6_trace,63.58891201019287,Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
int,int_11_trace,203.19092559814453,Pass,505.8474860191345,60000052,16269053,3.6880,4130584,242288,0.2539,0.0149,5.8657%,4.0381,8838830,36.4807,147.3137,30000052,8134080,3.6882,2064453,122384,0.2538,0.0150,5.9282%,4.0795,4458695,36.4320,148.6229
int,int_10_trace,204.85591316223145,Pass,519.9483258724213,60000052,9653247,6.2155,7032592,31325,0.7285,0.0032,0.4454%,0.5221,856762,27.3507,14.2794,30000052,4462774,6.7223,3499163,14886,0.7841,0.0033,0.4254%,0.4962,342554,23.0118,11.4184
int,int_5_trace,138.47165870666504,Pass,315.00987911224365,30000052,6627150,4.5268,2565027,85100,0.3870,0.0128,3.3177%,2.8367,3071905,36.0976,102.3967,15000052,3297693,4.5487,1297750,41636,0.3935,0.0126,3.2083%,2.7757,1533676,36.8353,102.2447
int,int_4_trace,188.2430238723755,Pass,502.93147110939026,59999657,13446413,4.4621,7683892,225981,0.5714,0.0168,2.9410%,3.7664,4911114,21.7324,81.8524,30999657,6695983,4.6296,4061423,112397,0.6065,0.0168,2.7674%,3.6257,2402056,21.3712,77.4865
int,int_25_trace,169.04896354675293,Pass,334.15365290641785,40000052,7677141,5.2103,2766410,52438,0.3603,0.0068,1.8955%,1.3109,1992032,37.9883,49.8007,20000052,4229816,4.7284,1541724,45340,0.3645,0.0107,2.9409%,2.2670,1519426,33.5118,75.9711
int,int_24_trace,145.24023818969727,Pass,358.2513988018036,40000051,14611897,2.7375,8385203,23530,0.5739,0.0016,0.2806%,0.5882,4002412,170.0983,100.0602,20000051,6933850,2.8844,4599578,9980,0.6634,0.0014,0.2170%,0.4990,1808921,181.2546,90.4458
int,int_32_trace,317.2076416015625,Pass,773.4363570213318,110000052,85526718,1.2861,12636052,728960,0.1477,0.0085,5.7689%,6.6269,73308496,100.5659,666.4406,55000052,37579897,1.4635,6322521,357973,0.1682,0.0095,5.6619%,6.5086,31551521,88.1394,573.6635
int,int_33_trace,310.41816425323486,Pass,592.8243911266327,110000052,53579168,2.0530,16062450,842660,0.2998,0.0157,5.2461%,7.6605,41863079,49.6797,380.5733,55000052,25909960,2.1227,7710997,429798,0.2976,0.0166,5.5738%,7.8145,20180929,46.9545,366.9256
int,int_35_trace,119.88736820220947,Pass,295.57148694992065,40000048,11360455,3.5210,5671843,90204,0.4993,0.0079,1.5904%,2.2551,5144148,57.0279,128.6035,20000048,5465105,3.6596,2842811,42134,0.5202,0.0077,1.4821%,2.1067,2383531,56.5703,119.1763
int,int_34_trace,112.3776216506958,Pass,289.7919280529022,40000052,11114753,3.5988,6380286,118249,0.5740,0.0106,1.8533%,2.9562,5550619,46.9401,138.7653,20000052,4905118,4.0774,3101677,61110,0.6323,0.0125,1.9702%,3.0555,2515126,41.1574,125.7560
int,int_16_trace,128.2670030593872,Pass,329.82624197006226,40000031,17181251,2.3281,6733574,221072,0.3919,0.0129,3.2831%,5.5268,5371628,24.2981,134.2906,20000031,7148706,2.7977,3364149,111663,0.4706,0.0156,3.3192%,5.5831,2573974,23.0513,128.6985
int,int_17_trace,128.60758018493652,Pass,335.7472131252289,39999987,15400762,2.5973,6659971,187664,0.4324,0.0122,2.8178%,4.6916,4559144,24.2942,113.9786,20999987,6033962,3.4803,3432362,83518,0.5688,0.0138,2.4333%,3.9771,1941709,23.2490,92.4624
int,int_28_trace,185.9219560623169,Pass,308.96041107177734,40000052,8288051,4.8262,4006233,135817,0.4834,0.0164,3.3901%,3.3954,3500048,25.7703,87.5011,20000052,4010713,4.9867,1994428,62678,0.4973,0.0156,3.1427%,3.1339,1642857,26.2111,82.1426
int,int_29_trace,181.88746547698975,Pass,319.85425186157227,40000052,15445955,2.5897,4048870,468642,0.2621,0.0303,11.5746%,11.7160,11567352,24.6827,289.1834,20000052,7445772,2.6861,2031315,226291,0.2728,0.0304,11.1401%,11.3145,5536939,24.4682,276.8462
int,int_2_trace,94.08823490142822,Pass,246.23043870925903,30000052,18701134,1.6042,5366311,321682,0.2870,0.0172,5.9945%,10.7227,14706189,45.7165,490.2055,15000052,8731540,1.7179,2681980,158617,0.3072,0.0182,5.9142%,10.5744,6769299,42.6770,451.2850
int,int_3_trace,96.88034057617188,Pass,335.7672209739685,40000052,7013721,5.7031,4722773,32674,0.6734,0.0047,0.6918%,0.8168,953732,29.1893,23.8433,20000052,3540204,5.6494,2249610,17904,0.6354,0.0051,0.7959%,0.8952,456874,25.5180,22.8436
int,int_8_trace,137.59827327728271,Pass,330.4567439556122,40000052,15333830,2.6086,5678944,231383,0.3704,0.0151,4.0744%,5.7846,5607950,24.2367,140.1986,20000052,6012027,3.3267,2813189,101104,0.4679,0.0168,3.5939%,5.0552,2386825,23.6076,119.3409
int,int_9_trace,152.5840139389038,Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
int,int_22_trace,96.68442058563232,Pass,350.07710099220276,40000052,22092521,1.8106,6671960,192379,0.3020,0.0087,2.8834%,4.8095,14610653,75.9472,365.2659,20000052,10864371,1.8409,3314359,94586,0.3051,0.0087,2.8538%,4.7293,7156853,75.6650,357.8417
int,int_23_trace,182.35865116119385,Pass,333.75434589385986,40000052,18482741,2.1642,5329093,135551,0.2883,0.0073,2.5436%,3.3888,6381919,47.0813,159.5478,20000052,8569932,2.3337,2669216,65121,0.3115,0.0076,2.4397%,3.2560,2685610,41.2403,134.2802
int,int_31_trace,118.0513105392456,Pass,328.03157114982605,40000052,4541091,8.8085,4773947,24663,1.0513,0.0054,0.5166%,0.6166,483147,19.5900,12.0787,20000052,2161665,9.2522,2359187,8612,1.0914,0.0040,0.3650%,0.4306,170277,19.7721,8.5138
int,int_30_trace,182.9177484512329,Pass,320.78535079956055,40000052,15727647,2.5433,4219863,484249,0.2683,0.0308,11.4755%,12.1062,11807695,24.3835,295.1920,20000052,7596663,2.6327,2099953,232647,0.2764,0.0306,11.0787%,11.6323,5664941,24.3499,283.2463
int,int_18_trace,108.31880569458008,Pass,311.06428694725037,39999864,10689061,3.7421,9457814,29429,0.8848,0.0028,0.3112%,0.7357,1349373,45.8518,33.7344,20999864,5084781,4.1299,4985263,11740,0.9804,0.0023,0.2355%,0.5591,494379,42.1106,23.5420
int,int_19_trace,184.28955841064453,Pass,342.0146040916443,40000052,7944446,5.0350,5852871,30062,0.7367,0.0038,0.5136%,0.7515,1321669,43.9648,33.0417,20000052,3748427,5.3356,2929049,11428,0.7814,0.0030,0.3902%,0.5714,551357,48.2461,27.5678
int,int_26_trace,197.17267227172852,Pass,336.3330760002136,40000052,6761081,5.9162,2130479,49548,0.3151,0.0073,2.3257%,1.2387,1734157,34.9995,43.3539,20000052,3167253,6.3146,1067816,22653,0.3371,0.0072,2.1214%,1.1326,819110,36.1590,40.9554
int,int_27_trace,219.70562553405762,Pass,276.1564610004425,40000052,6336686,6.3125,1891315,32271,0.2985,0.0051,1.7063%,0.8068,1097399,34.0057,27.4349,20000052,2937961,6.8075,940632,13677,0.3202,0.0047,1.4540%,0.6838,483207,35.3299,24.1603
int,int_12_trace,204.59925079345703,Pass,523.3273131847382,59999603,18404999,3.2600,6357220,25442,0.3454,0.0014,0.4002%,0.4240,971583,38.1882,16.1932,30999603,4918915,6.3021,4522132,24142,0.9193,0.0049,0.5339%,0.7788,888202,36.7907,28.6520
int,int_13_trace,32.30572509765625,Pass,232.45865178108215,40000052,6208317,6.4430,4243961,35565,0.6836,0.0057,0.8380%,0.8891,1038697,29.2056,25.9674,20000052,3041713,6.5753,2111572,16546,0.6942,0.0054,0.7836%,0.8273,497683,30.0788,24.8841
int,int_6_trace,130.25432968139648,Pass,203.95944809913635,30000052,7608103,3.9432,3119970,88256,0.4101,0.0116,2.8287%,2.9419,3919945,44.4156,130.6646,15000052,3752304,3.9976,1567043,43046,0.4176,0.0115,2.7470%,2.8697,1939251,45.0507,129.2830
int,int_7_trace,128.17397212982178,Pass,326.2929949760437,40000048,13733317,2.9126,5944145,174650,0.4328,0.0127,2.9382%,4.3662,4270293,24.4506,106.7572,20000048,5607469,3.5667,3000751,72318,0.5351,0.0129,2.4100%,3.6159,1730911,23.9347,86.5453
int,int_21_trace,91.63193035125732,Pass,248.6930649280548,40000052,45653373,0.8762,9059172,951795,0.1984,0.0208,10.5064%,23.7948,40767084,42.8318,1019.1758,20000052,22497405,0.8890,4504449,488184,0.2002,0.0217,10.8378%,24.4091,20020121,41.0094,1001.0034
int,int_20_trace,187.00185585021973,Pass,357.0825242996216,60000051,16785472,3.5745,9561405,141075,0.5696,0.0084,1.4755%,2.3512,4726883,33.5062,78.7813,30000051,6853675,4.3772,4877083,65406,0.7116,0.0095,1.3411%,2.1802,1900632,29.0590,63.3543
